hotspot_id,latitude,longitude,observation_count,dominant_disease,dominance_ratio,average_confidence
436,40.02800000,-73.99822000,5,Rust,1.0000,1.0000
437,40.02805000,-73.99990000,6,Rust,1.0000,0.9965
438,40.02805000,-73.99960000,6,Rust,1.0000,0.9992
439,40.02805000,-73.99930000,6,Rust,1.0000,1.0000
440,40.02810000,-73.99902000,5,Rust,1.0000,0.9999
441,40.02812000,-73.99878000,5,Rust,1.0000,0.9998
442,40.02815000,-73.99850000,6,Rust,1.0000,1.0000
443,40.02820000,-73.99822000,5,Rust,1.0000,1.0000
444,40.02825000,-73.99990000,6,Rust,1.0000,0.9999
445,40.02825000,-73.99960000,6,Rust,1.0000,1.0000
446,40.02825000,-73.99930000,6,Rust,1.0000,0.9997
447,40.02830000,-73.99902000,5,Rust,1.0000,0.9999
448,40.02832000,-73.99878000,5,Rust,1.0000,0.9997
449,40.02834000,-73.99852000,5,Rust,1.0000,1.0000
450,40.02840000,-73.99990000,3,Rust,1.0000,0.9977
451,40.02840000,-73.99960000,3,Rust,1.0000,1.0000
452,40.02840000,-73.99930000,3,Rust,1.0000,1.0000
